DateCollected,Time,Vineyard,AirTemperature,HeatIndex,RelativeHumidity,StationPressure,DewPoint,Sex,Activity,Weight,BodyTemperature
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,F,F,0.92,65.90
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,F,I,0.59,63.70
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,F,F,0.52,69.80
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.49,70.00
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,I,0.41,58.30
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.45,60.60
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.48,66.40
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,W,0.34,57.80
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.40,65.80
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,I,0.32,65.80
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.32,59.90
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,F,0.34,62.50
10/29/21,2:00:00 PM,MK,12.20,12.20,84.90,980.10,9.80,M,NA,NA,NA
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.58,57.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.60,62.30
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.45,55.50
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.63,54.90
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.52,65.30
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.58,54.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.45,62.90
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.43,54.50
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.54,63.50
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,F,F,0.67,56.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.33,55.90
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.36,56.20
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.38,68.60
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.33,67.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.31,58.30
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.39,57.30
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.33,62.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.30,59.10
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,F,0.33,54.00
10/29/21,4:00:00 PM,MK,12.80,12.70,83.50,978.50,10.10,M,NA,NA,NA
